id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
4768,7,1,5,1,25.86,13.86,4,1,2,1,45.25,24.25,1,181,109,0.6022,97,74,0.7629,34,36,7,11,19,17,7,12,29,0,32,9,5.57,2,10,27,20,7,10,13,0,0,0,4,0,0.7046,0.5697,0.8051,0.0984,0.873,80
4769,7,2,3,2,23.29,13.71,4,1,2,1,40.75,24.0,2,163,109,0.6687,96,80,0.8333,27,45,13,2,25,7,7,16,5,4,22,12,7.0,5,9,27,18,7,13,11,0,3,2,4,0,0.7546,0.7412,0.768,0.0189,0.9087,120
4770,18,5,9,4,27.94,16.56,4,1,2,1,125.75,74.5,3,503,265,0.5268,298,218,0.7315,52,129,64,19,97,10,16,62,23,27,78,10,6.84,3,12,29,26,18,22,10,0,13,4,22,0,0.7828,0.709,0.8973,0.0606,0.9389,160
4771,13,3,7,3,22.23,12.23,4,1,2,1,72.25,39.75,3,289,178,0.6159,159,133,0.8365,37,76,23,21,47,12,7,28,26,7,41,10,6.64,3,10,28,16,7,6,10,0,4,3,11,0,0.6784,0.5333,0.7916,0.0932,0.927,160
4772,8,2,4,2,36.12,20.38,4,1,2,1,72.25,40.75,2,289,165,0.5709,163,122,0.7485,41,76,28,22,44,8,7,39,17,2,36,7,6.78,4,12,26,33,7,13,8,0,1,1,8,0,0.8265,0.7911,0.8475,0.0308,0.92,120
4773,12,3,5,4,20.83,12.08,4,1,2,1,62.5,36.25,1,250,146,0.584,145,108,0.7448,51,63,14,14,36,7,6,27,16,4,31,13,6.83,5,10,26,38,6,9,13,0,1,1,3,0,0.7506,0.61,0.8702,0.1237,0.8803,80
4774,11,3,6,2,27.45,16.09,4,1,2,1,75.5,44.25,2,302,175,0.5795,177,142,0.8023,49,78,30,11,44,9,13,40,17,6,28,6,6.45,1,10,26,27,14,13,8,0,2,2,9,0,0.5739,0.3147,0.793,0.2334,0.9329,120
4775,7,1,4,2,36.57,20.71,3,1,1,1,85.33,48.33,2,256,153,0.5977,145,113,0.7793,40,54,25,22,41,11,9,27,15,3,22,12,7.86,5,12,29,27,11,10,11,0,1,1,8,0,0.8323,0.7913,0.8788,0.044,0.9078,120
4776,11,2,6,3,24.27,13.73,4,1,2,1,66.75,37.75,2,267,150,0.5618,151,113,0.7483,38,66,19,14,41,12,14,38,16,4,34,4,6.7,4,10,27,18,15,16,6,0,3,1,10,0,0.7646,0.6976,0.8021,0.0403,0.9469,120
4777,9,2,6,1,17.67,9.78,4,1,2,1,39.75,22.0,2,159,113,0.7107,88,82,0.9318,23,38,13,9,28,2,9,19,8,11,36,2,4.8,2,8,24,11,9,8,0,0,7,3,10,0,0.58,0.2734,0.7335,0.1938,0.9281,120
4778,10,3,3,4,15.9,8.6,3,1,1,1,53.0,28.67,2,159,108,0.6792,86,77,0.8953,14,49,16,6,27,5,8,25,9,0,16,0,5.7,3,9,23,3,9,9,0,0,1,1,7,0,0.6492,0.6414,0.6571,0.0111,0.8852,120
4779,7,3,2,2,32.71,17.14,3,1,1,1,76.33,40.0,2,229,140,0.6114,120,102,0.85,37,50,20,13,27,11,6,34,15,1,25,15,8.29,6,12,24,21,6,6,15,0,1,1,6,0,0.831,0.831,0.831,0.0,0.9302,120
4780,14,3,6,5,18.57,10.64,4,1,2,1,65.0,37.25,2,260,160,0.6154,149,124,0.8322,30,75,29,12,50,9,4,32,14,8,40,4,5.27,3,10,29,13,6,5,4,0,6,4,11,0,0.7134,0.6327,0.7611,0.0484,0.9307,120
4781,18,7,8,3,21.06,11.44,4,1,2,1,94.75,51.5,3,379,222,0.5858,206,173,0.8398,52,97,33,27,69,17,12,34,24,6,57,11,6.39,3,12,28,29,14,12,9,0,5,4,14,0,0.7017,0.4626,0.8019,0.1144,0.9419,160
4782,13,3,6,4,20.85,12.23,4,1,2,1,67.75,39.75,3,271,164,0.6052,159,132,0.8302,38,79,16,9,52,4,12,31,11,12,35,11,6.0,4,9,28,18,14,15,11,0,7,3,5,0,0.682,0.6423,0.7162,0.0367,0.938,160
4783,10,3,5,2,31.5,18.0,4,1,2,1,78.75,45.0,2,315,192,0.6095,180,146,0.8111,30,83,35,31,46,10,16,43,12,8,54,8,6.18,4,10,29,17,16,19,9,0,5,4,14,0,0.7611,0.6843,0.8001,0.0537,0.9497,120
4784,16,4,9,3,23.12,13.12,4,1,2,1,92.5,52.5,3,370,212,0.573,210,170,0.8095,52,96,25,22,53,16,18,51,17,12,43,10,5.94,2,9,31,28,20,22,8,0,9,3,16,0,0.6931,0.6227,0.7649,0.0453,0.9402,160
4785,12,3,6,3,23.83,14.25,4,1,2,1,71.5,42.75,3,286,174,0.6084,171,140,0.8187,28,80,32,9,59,11,5,29,10,17,28,10,6.17,4,9,30,15,5,6,11,0,9,4,7,0,0.6821,0.6252,0.7735,0.0558,0.9242,160
4786,11,3,2,6,24.73,13.0,3,1,1,1,90.67,47.67,1,272,178,0.6544,143,125,0.8741,44,65,20,13,37,10,9,35,27,4,36,14,6.73,4,10,30,27,9,12,15,0,1,1,10,0,0.8137,0.8137,0.8137,0.0,0.936,80
4787,14,3,9,2,33.79,17.79,4,1,2,1,118.25,62.25,2,473,262,0.5539,249,212,0.8514,57,125,40,32,85,23,18,52,21,3,64,21,7.53,2,12,29,34,18,18,23,0,1,1,19,0,0.7448,0.709,0.7966,0.0301,0.9284,120
4788,11,4,5,2,28.36,15.91,4,1,2,1,78.0,43.75,3,312,195,0.625,175,152,0.8686,34,79,27,18,63,10,12,34,14,13,30,13,7.64,4,16,30,21,13,12,12,0,6,3,10,0,0.7173,0.6978,0.7464,0.0224,0.9218,160
4789,10,3,4,3,27.1,16.4,4,1,2,1,67.75,41.0,2,271,144,0.5314,164,109,0.6646,40,71,19,14,43,4,5,36,13,10,30,17,5.71,2,9,30,22,6,5,16,0,5,4,5,0,0.7966,0.7744,0.8225,0.0243,0.926,120
4790,7,2,3,2,23.86,14.14,4,1,2,1,41.75,24.75,2,167,124,0.7425,99,93,0.9394,26,38,11,10,30,2,2,21,16,4,22,6,6.71,6,8,24,18,2,7,6,0,2,1,5,0,0.673,0.664,0.682,0.0127,0.8668,120
4791,11,2,7,2,30.82,16.55,4,1,2,1,84.75,45.5,2,339,195,0.5752,182,150,0.8242,56,84,23,24,46,6,13,40,27,3,45,18,7.55,4,13,23,32,14,14,16,0,0,0,8,0,0.7773,0.7401,0.8075,0.0234,0.9107,120
4792,13,2,8,3,21.69,11.69,4,1,2,1,70.5,38.0,2,282,170,0.6028,152,125,0.8224,35,70,17,23,43,14,15,40,13,3,31,9,6.07,3,10,28,15,16,16,11,0,0,0,9,0,0.6793,0.534,0.7885,0.0981,0.9384,120
4793,11,3,6,2,31.0,17.09,4,1,2,1,85.25,47.0,3,341,201,0.5894,188,157,0.8351,43,95,28,12,60,13,11,41,13,14,48,12,7.18,4,11,30,27,12,14,12,0,6,4,11,0,0.776,0.7053,0.8376,0.0601,0.9418,160
4794,12,3,7,2,26.92,15.58,4,1,2,1,80.75,46.75,3,323,196,0.6068,187,153,0.8182,47,84,30,15,55,12,11,34,17,19,47,9,6.38,4,10,29,33,12,12,11,0,7,3,12,0,0.732,0.6715,0.7827,0.0489,0.9441,160
4795,11,3,5,3,30.73,17.55,4,1,2,1,84.5,48.25,3,338,195,0.5769,193,157,0.8135,44,97,35,12,62,10,11,45,12,1,24,13,8.18,6,13,27,27,12,12,14,0,1,1,6,0,0.7273,0.6625,0.8244,0.0769,0.9361,160
4796,18,4,12,2,24.89,13.94,4,1,2,1,112.0,62.75,2,448,255,0.5692,251,207,0.8247,57,121,33,32,80,13,20,45,25,13,57,9,6.28,4,12,29,25,20,26,8,0,11,4,18,0,0.6806,0.5773,0.7746,0.0596,0.9445,120
4797,6,2,3,1,30.0,16.67,3,1,1,1,60.0,33.33,2,180,118,0.6556,100,83,0.83,27,44,13,19,27,3,6,25,8,1,14,7,7.5,4,11,26,19,6,6,9,0,1,1,9,0,0.7864,0.7504,0.8225,0.051,0.9005,120
4798,7,2,3,2,38.57,21.29,4,1,2,1,67.5,37.25,2,270,161,0.5963,149,125,0.8389,22,83,27,11,56,5,15,28,7,12,31,5,8.43,4,11,30,13,15,20,5,0,8,4,6,0,0.8074,0.7823,0.8326,0.0356,0.9345,120
4799,6,1,4,1,29.67,16.17,4,1,2,1,44.5,24.25,2,178,108,0.6067,97,79,0.8144,25,42,13,17,20,7,14,25,7,0,13,8,7.17,4,11,23,9,14,16,7,0,0,0,5,0,0.6671,0.6064,0.7508,0.0749,0.882,120
4800,4,1,2,1,38.5,19.25,4,1,2,1,38.5,19.25,1,154,95,0.6169,77,65,0.8442,25,31,14,6,12,10,4,28,14,2,25,8,8.0,6,9,26,16,5,4,8,0,1,1,7,0,0.7835,0.7835,0.7835,0.0,0.8919,80
4801,16,3,9,4,27.12,15.56,4,1,2,1,108.5,62.25,3,434,232,0.5346,249,192,0.7711,43,125,40,15,97,13,6,47,19,16,55,14,6.24,2,11,31,20,6,6,13,0,16,4,16,0,0.7218,0.6882,0.7532,0.0219,0.9226,160
4802,10,3,5,2,24.8,13.9,4,1,2,1,62.0,34.75,2,248,158,0.6371,139,124,0.8921,28,76,28,7,52,5,10,35,5,4,35,8,6.08,2,11,25,19,10,9,7,0,3,3,7,0,0.7009,0.6341,0.7333,0.0451,0.9311,120
4803,14,3,8,3,23.43,13.86,4,1,2,1,82.0,48.5,3,328,213,0.6494,194,179,0.9227,34,94,39,12,64,10,7,45,6,13,47,10,5.8,2,10,28,17,8,9,11,0,5,3,16,0,0.7017,0.6025,0.7646,0.0523,0.924,160
4804,14,4,7,3,24.0,13.21,4,1,2,1,84.0,46.25,3,336,201,0.5982,185,158,0.8541,41,83,27,13,58,15,8,43,22,19,48,12,5.93,4,8,29,24,9,7,13,0,8,3,9,0,0.7516,0.7022,0.818,0.045,0.9468,160
4805,5,2,2,1,38.8,21.0,3,1,1,1,64.67,35.0,2,194,120,0.6186,105,87,0.8286,31,48,18,13,21,8,13,27,10,0,18,10,7.4,6,9,24,20,13,17,10,0,0,0,1,0,0.82,0.82,0.82,0.0,0.8985,120
4806,14,2,8,4,22.43,12.07,4,1,2,1,78.5,42.25,2,314,183,0.5828,169,139,0.8225,40,88,22,13,49,14,8,46,17,8,36,15,6.0,3,9,30,21,9,10,15,0,5,2,13,0,0.6846,0.6202,0.7485,0.052,0.8723,120
4807,15,3,8,4,21.13,12.13,4,1,2,1,79.25,45.5,3,317,186,0.5868,182,147,0.8077,47,79,31,11,57,12,9,40,10,14,43,9,5.94,2,10,27,24,9,9,12,0,12,4,7,0,0.7312,0.6198,0.8889,0.0919,0.9451,160
4808,6,2,3,1,31.5,19.33,4,1,2,1,47.25,29.0,2,189,115,0.6085,116,88,0.7586,27,52,14,11,29,10,8,19,12,2,24,5,8.67,5,13,30,13,8,10,5,0,1,1,8,0,0.7926,0.791,0.7942,0.0023,0.9094,120
4809,11,2,7,2,30.0,16.45,6,1,4,1,55.0,30.17,3,330,187,0.5667,181,149,0.8232,33,97,24,12,69,12,14,42,8,8,39,11,6.56,4,9,29,22,14,16,13,0,3,1,10,0,0.7445,0.6127,0.859,0.0924,0.9161,160
4810,9,1,6,2,24.11,13.44,5,1,3,1,43.2,24.0,2,216,141,0.6528,120,101,0.8417,30,55,20,9,31,11,7,25,16,6,16,7,6.36,2,10,28,15,7,6,6,0,4,2,3,0,0.6928,0.6436,0.7934,0.0603,0.9088,120
4811,10,3,6,1,27.6,15.1,4,1,2,1,69.0,37.75,1,276,170,0.6159,151,130,0.8609,44,67,14,18,38,15,19,32,14,6,44,13,7.78,6,11,30,21,19,20,13,0,4,3,13,0,0.7312,0.6264,0.7775,0.0617,0.9135,80
4812,15,3,9,3,20.13,11.8,4,1,2,1,75.5,44.25,2,302,192,0.6358,177,151,0.8531,47,80,19,19,50,11,8,32,17,11,42,13,6.62,3,13,30,26,9,11,14,0,6,3,9,0,0.7182,0.5924,0.8356,0.0893,0.9501,120
4813,4,1,2,1,39.5,23.5,4,1,2,1,39.5,23.5,2,158,113,0.7152,94,82,0.8723,17,44,25,11,26,5,8,16,4,2,18,2,6.25,5,7,28,10,10,12,2,0,2,2,3,0,0.8533,0.8533,0.8533,0.0,0.9261,120
4814,16,4,6,6,23.88,14.75,4,1,2,1,95.5,59.0,3,382,248,0.6492,236,205,0.8686,58,96,46,18,57,10,20,34,15,18,47,17,6.94,4,10,27,30,22,20,17,1,9,4,15,0,0.7495,0.7119,0.8085,0.0375,0.9461,160
4815,12,3,6,3,28.17,16.17,4,1,2,1,84.5,48.5,2,338,216,0.6391,194,176,0.9072,35,87,35,24,72,8,12,29,13,17,37,8,7.08,1,15,31,20,16,14,7,0,7,3,9,0,0.7509,0.665,0.7948,0.051,0.9499,120
4816,17,4,10,3,26.24,14.35,4,1,2,1,111.5,61.0,3,446,222,0.4978,244,182,0.7459,42,147,33,11,121,7,15,44,12,20,51,9,6.94,4,15,27,20,17,17,12,0,10,4,17,0,0.742,0.6068,0.8428,0.0721,0.9292,160
4817,12,5,5,2,29.08,17.25,4,1,2,1,87.25,51.75,3,349,195,0.5587,207,151,0.7295,42,104,32,17,59,10,13,47,18,2,43,6,7.25,5,9,28,22,17,14,6,0,1,1,10,0,0.8048,0.7802,0.8599,0.0374,0.9272,160
4818,3,1,1,1,42.67,22.33,3,1,1,1,42.67,22.33,1,128,85,0.6641,67,58,0.8657,18,30,7,12,21,1,4,14,9,2,29,12,7.67,5,9,23,14,5,2,12,0,2,2,9,0,0.0,0.0,0.0,0.0,0.867,80
4819,11,3,6,2,26.91,15.73,4,1,2,1,74.0,43.25,2,296,171,0.5777,173,139,0.8035,29,99,20,11,57,16,17,31,6,5,33,5,7.08,5,10,27,16,18,22,4,0,2,1,7,0,0.7875,0.7317,0.8552,0.0528,0.9459,120
4820,10,3,3,4,30.3,18.2,4,1,2,1,75.75,45.5,2,303,199,0.6568,182,160,0.8791,33,98,36,6,57,10,10,35,5,8,40,6,6.33,2,10,29,25,11,9,7,0,6,3,9,0,0.7346,0.7302,0.7389,0.0062,0.9413,120
4821,9,2,5,2,23.78,13.22,4,1,2,1,53.5,29.75,2,214,139,0.6495,119,100,0.8403,28,55,23,15,37,6,2,25,10,9,28,10,5.42,3,8,28,21,2,2,11,0,2,1,9,0,0.7382,0.7,0.7617,0.0266,0.898,120
4822,12,3,6,3,26.75,15.08,4,1,2,1,80.25,45.25,3,321,180,0.5607,181,139,0.768,34,92,36,21,59,8,12,38,5,5,23,12,6.92,4,10,27,19,14,14,14,0,3,2,9,0,0.7636,0.703,0.8227,0.0462,0.9473,160
4823,9,2,5,2,18.22,9.78,4,1,2,1,41.0,22.0,1,164,89,0.5427,88,61,0.6932,19,46,14,7,31,5,8,18,11,2,19,4,5.78,4,9,25,9,8,6,5,0,2,2,4,0,0.7634,0.7398,0.7888,0.0222,0.9343,80
4824,7,2,4,1,58.86,32.86,5,1,3,1,82.4,46.0,1,412,235,0.5704,230,183,0.7957,77,87,23,37,43,19,23,44,31,5,38,23,8.12,5,11,29,54,23,26,17,0,5,3,19,0,0.8437,0.8214,0.8586,0.0197,0.8774,80
4825,9,2,5,2,35.22,18.11,4,1,2,1,79.25,40.75,2,317,176,0.5552,163,128,0.7853,36,82,25,13,65,9,14,36,17,12,44,10,8.67,6,12,30,25,14,17,11,0,6,4,8,0,0.766,0.6227,0.8679,0.1076,0.9283,120
4826,12,2,7,3,26.0,15.5,4,1,2,1,78.0,46.5,2,312,217,0.6955,186,170,0.914,39,86,39,15,52,5,13,43,7,9,38,12,6.17,4,11,27,26,13,14,10,0,6,4,8,0,0.6332,0.413,0.7855,0.1527,0.9253,120
4827,5,3,0,2,24.2,15.0,2,1,0,1,60.5,37.5,0,121,90,0.7438,75,66,0.88,17,34,5,5,16,6,5,18,6,4,12,5,6.17,4,8,23,11,5,8,5,0,3,2,2,0,0.0,0.0,0.0,0.0,0.8044,40
4828,8,4,2,2,28.75,16.12,3,1,1,1,76.67,43.0,2,230,148,0.6435,129,112,0.8682,29,62,19,14,40,13,9,27,11,0,40,6,6.62,5,9,27,16,9,14,4,0,0,0,12,0,0.7785,0.7785,0.7785,0.0,0.9033,120
4829,8,1,4,3,28.0,15.75,4,1,2,1,56.0,31.5,2,224,149,0.6652,126,115,0.9127,36,56,16,12,33,15,8,24,15,4,33,5,5.4,2,8,26,17,8,11,4,1,1,1,6,0,0.7317,0.6827,0.7599,0.0426,0.9204,120
4830,7,3,2,2,34.29,18.57,3,1,1,1,80.0,43.33,2,240,155,0.6458,130,115,0.8846,27,57,18,29,39,13,5,24,16,4,32,11,7.43,4,11,29,14,5,6,9,0,1,1,5,0,0.8141,0.8141,0.8141,0.0,0.9369,120
4831,14,4,7,3,23.71,13.86,4,1,2,1,83.0,48.5,3,332,207,0.6235,194,169,0.8711,45,90,33,12,62,10,9,42,13,16,49,9,6.4,3,9,30,23,9,8,11,0,8,4,11,0,0.7594,0.6853,0.8096,0.0482,0.9482,160
4832,10,3,6,1,31.6,18.5,4,1,2,1,79.0,46.25,2,316,210,0.6646,185,164,0.8865,39,94,26,14,62,15,12,25,12,15,56,12,6.67,4,9,31,24,14,19,11,0,9,3,12,0,0.7216,0.6562,0.7896,0.0498,0.9184,120
4833,7,2,4,1,40.71,21.86,4,1,2,1,71.25,38.25,2,285,166,0.5825,153,123,0.8039,39,71,25,16,42,11,15,34,15,7,27,12,7.38,4,14,30,19,15,18,11,0,5,2,5,0,0.8143,0.8043,0.825,0.0104,0.935,120
4834,14,3,8,3,26.64,15.36,4,1,2,1,93.25,53.75,3,373,214,0.5737,215,178,0.8279,38,108,36,14,83,12,7,43,13,19,46,11,6.07,3,9,29,20,7,11,11,0,8,4,15,0,0.7908,0.7139,0.8508,0.0443,0.9483,160
4835,8,2,4,2,28.62,15.88,4,1,2,1,57.25,31.75,2,229,152,0.6638,127,112,0.8819,35,63,27,10,38,8,9,25,13,4,17,9,7.29,5,10,29,17,10,9,10,0,2,2,3,0,0.7094,0.6904,0.7344,0.0226,0.9217,120
4836,15,3,7,5,27.4,15.53,4,1,2,1,102.75,58.25,3,411,233,0.5669,233,188,0.8069,58,107,29,22,74,9,18,47,19,15,50,17,7.21,4,10,31,30,19,22,18,0,7,3,10,0,0.7155,0.6282,0.7853,0.0554,0.9458,160
4837,8,2,4,2,29.88,17.12,3,1,1,1,79.67,45.67,2,239,161,0.6736,137,127,0.927,25,69,23,11,49,9,12,19,9,12,24,8,5.73,1,13,27,15,12,15,8,0,7,2,3,0,0.6536,0.6132,0.7069,0.0482,0.9242,120
4838,12,3,6,3,22.25,12.33,4,1,2,1,66.75,37.0,3,267,160,0.5993,148,127,0.8581,25,69,28,10,52,11,8,35,11,13,33,7,6.25,4,8,28,12,8,9,6,0,8,4,8,0,0.7122,0.6595,0.768,0.0485,0.9353,160
4839,7,2,4,1,34.86,19.29,4,1,2,1,61.0,33.75,3,244,157,0.6434,135,112,0.8296,33,69,19,19,44,9,7,25,15,4,26,8,7.0,5,11,31,22,7,8,9,0,2,2,5,0,0.766,0.7144,0.7934,0.0446,0.8717,160
4840,8,2,4,2,43.5,25.25,4,1,2,1,87.0,50.5,3,348,183,0.5259,202,149,0.7376,43,98,32,16,68,10,9,37,15,17,32,7,8.0,1,12,28,27,10,15,10,0,7,3,12,0,0.8325,0.7781,0.866,0.0475,0.944,160
4841,12,3,7,2,27.25,15.5,4,1,2,1,81.75,46.5,3,327,182,0.5566,186,141,0.7581,49,85,22,19,58,10,10,34,29,6,37,11,7.83,5,12,28,27,11,12,14,0,2,2,7,0,0.7376,0.7079,0.76,0.0207,0.9594,160
4842,12,3,7,2,28.08,16.25,4,1,2,1,84.25,48.75,3,337,208,0.6172,195,162,0.8308,41,92,26,13,61,12,15,32,27,9,41,14,7.64,4,15,30,18,14,18,15,0,5,3,12,0,0.7183,0.5993,0.8166,0.0754,0.9322,160
4843,8,2,3,3,25.0,15.5,4,1,2,1,50.0,31.0,2,200,151,0.755,124,121,0.9758,25,55,24,7,30,2,9,30,5,14,25,1,6.2,3,10,27,15,9,10,1,0,5,4,4,0,0.7248,0.6752,0.7745,0.0702,0.9326,120
4844,8,2,3,3,37.0,19.75,5,1,3,1,59.2,31.6,2,296,165,0.5574,158,125,0.7911,30,85,27,19,56,10,12,38,14,3,34,5,7.44,3,10,28,16,12,16,5,0,2,1,10,0,0.8597,0.8546,0.8648,0.0072,0.8966,120
4845,8,2,4,2,23.62,13.88,4,1,2,1,47.25,27.75,2,189,124,0.6561,111,97,0.8739,31,51,12,12,25,2,11,24,11,3,18,8,7.12,5,12,25,18,12,12,11,0,1,1,4,0,0.6547,0.6187,0.6759,0.0313,0.9005,120
4846,11,2,6,3,26.73,15.18,4,1,2,1,73.5,41.75,2,294,156,0.5306,167,122,0.7305,38,82,26,7,48,10,12,31,12,12,20,15,7.09,4,14,29,20,12,11,15,0,6,4,3,0,0.7369,0.6588,0.8942,0.0919,0.9216,120
4847,12,2,8,2,25.5,14.08,4,1,2,1,76.5,42.25,2,306,186,0.6078,169,144,0.8521,52,76,21,15,37,14,15,39,30,0,28,8,6.36,5,10,29,19,15,18,8,1,0,0,6,0,0.748,0.7071,0.8047,0.039,0.9092,120
4848,13,4,7,2,24.85,14.15,4,1,2,1,80.75,46.0,3,323,198,0.613,184,159,0.8641,35,89,34,22,50,13,11,42,14,5,42,12,7.07,4,11,29,21,11,16,15,0,2,2,18,0,0.7337,0.7187,0.7499,0.0109,0.9387,160
4849,7,2,4,1,68.57,39.0,3,1,1,1,160.0,91.0,2,480,264,0.55,273,216,0.7912,54,138,33,25,91,10,22,65,24,4,69,13,9.0,4,12,27,37,23,24,10,0,3,2,13,0,0.7366,0.6812,0.7981,0.0587,0.9066,120
4850,9,2,6,1,21.11,10.89,5,1,3,1,38.0,19.6,1,190,131,0.6895,98,89,0.9082,29,41,7,19,19,12,12,24,16,4,25,7,4.75,2,9,29,16,12,17,6,0,2,1,4,0,0.5969,0.4833,0.6978,0.0844,0.9035,80
4851,6,4,0,2,14.67,7.5,2,1,0,1,44.0,22.5,0,88,67,0.7614,45,44,0.9778,11,21,10,4,10,6,3,15,1,1,14,6,4.83,4,5,22,7,3,3,5,0,3,3,2,0,0.0,0.0,0.0,0.0,0.8545,40
4852,14,6,6,2,16.0,10.5,4,1,2,1,56.0,36.75,2,224,148,0.6607,147,117,0.7959,30,65,25,10,45,9,6,23,7,6,31,1,4.86,2,8,28,20,6,6,2,0,3,3,8,0,0.7471,0.6941,0.8135,0.0545,0.9442,120
4853,13,6,5,2,30.31,17.62,4,1,2,1,98.5,57.25,3,394,245,0.6218,229,200,0.8734,52,110,31,25,71,10,15,47,14,21,50,13,4.91,1,9,29,31,15,18,13,0,12,4,14,0,0.7818,0.7238,0.8504,0.0521,0.9266,160
4854,14,4,7,3,23.14,13.86,4,1,2,1,81.0,48.5,2,324,195,0.6019,194,160,0.8247,44,86,27,22,53,18,9,42,6,14,48,7,5.53,3,8,28,22,9,11,7,0,7,3,5,0,0.7226,0.6892,0.7647,0.0282,0.8358,120
4855,11,3,5,3,25.0,14.27,4,1,2,1,68.75,39.25,2,275,143,0.52,157,112,0.7134,31,79,33,10,46,10,12,40,8,5,41,8,6.91,6,10,27,22,12,12,7,0,3,2,11,0,0.7939,0.7415,0.8629,0.0518,0.9279,120
4856,5,1,3,1,53.0,29.2,4,1,2,1,66.25,36.5,2,265,165,0.6226,146,118,0.8082,40,70,10,14,41,7,12,34,16,10,12,12,10.0,7,13,29,26,12,13,11,0,6,3,6,0,0.7933,0.7859,0.8007,0.0105,0.9146,120
4857,10,3,5,2,19.6,11.3,5,1,3,1,39.2,22.6,1,196,126,0.6429,113,92,0.8142,26,53,18,14,27,9,8,28,5,0,27,8,6.0,3,9,24,15,8,11,8,0,0,0,9,0,0.7607,0.7413,0.7901,0.0232,0.941,80
4858,12,3,6,3,21.92,12.5,4,1,2,1,65.75,37.5,2,263,162,0.616,150,127,0.8467,33,66,24,6,40,14,5,35,13,13,47,16,6.45,4,9,30,26,5,4,13,0,8,3,8,0,0.7063,0.6295,0.788,0.0652,0.9346,120
4859,7,1,5,1,35.43,19.57,3,1,1,1,82.67,45.67,2,248,156,0.629,137,112,0.8175,31,62,19,15,39,14,10,32,12,9,24,7,5.89,2,10,28,17,10,15,7,0,3,2,9,0,0.6887,0.6068,0.7562,0.062,0.8849,120
4860,5,1,3,1,71.2,38.4,4,1,2,1,89.0,48.0,2,356,190,0.5337,192,147,0.7656,48,88,21,11,62,12,17,44,27,11,25,14,11.0,7,16,31,25,17,20,15,0,7,3,8,0,0.8259,0.801,0.8508,0.0352,0.9529,120
4861,9,2,4,3,42.0,23.56,4,1,2,1,94.5,53.0,3,378,239,0.6323,212,191,0.9009,37,109,42,18,75,13,18,42,11,2,44,13,8.0,5,11,26,23,19,21,11,0,2,2,13,0,0.8125,0.7754,0.8557,0.0405,0.9317,160
4862,14,2,8,4,25.79,14.71,4,1,2,1,90.25,51.5,3,361,213,0.59,206,170,0.8252,51,85,34,20,63,13,11,40,15,13,45,15,6.06,4,8,28,28,11,12,15,0,7,4,10,0,0.732,0.6564,0.8427,0.0683,0.9215,160
4863,20,4,12,4,24.15,14.25,4,1,2,1,120.75,71.25,3,483,248,0.5135,285,202,0.7088,57,130,61,12,81,17,12,62,24,12,75,20,6.79,4,13,28,33,12,16,18,0,6,2,11,0,0.7558,0.5857,0.8353,0.0789,0.9478,160
4864,4,1,2,1,45.25,25.25,4,1,2,1,45.25,25.25,1,181,126,0.6961,101,93,0.9208,39,40,9,9,23,5,6,22,16,9,17,7,4.89,1,9,26,23,6,9,9,0,5,4,8,0,0.7489,0.7489,0.7489,0.0,0.9147,80
4865,12,3,5,4,21.0,11.75,4,1,2,1,63.0,35.25,2,252,158,0.627,141,119,0.844,26,73,29,16,47,7,7,34,10,18,34,4,5.27,2,8,28,11,8,9,5,0,9,4,13,0,0.6705,0.5613,0.7504,0.0831,0.9293,120
4866,4,1,2,1,44.75,24.5,3,1,1,1,59.67,32.67,2,179,119,0.6648,98,87,0.8878,27,45,16,12,27,10,6,23,6,1,13,5,8.0,6,10,28,16,8,9,4,0,0,0,2,0,0.8231,0.8231,0.8231,0.0,0.9094,120
4867,14,2,6,6,15.86,8.71,4,1,2,1,55.5,30.5,2,222,134,0.6036,122,99,0.8115,46,45,13,15,26,13,12,18,18,2,29,14,5.31,2,10,28,24,13,11,14,0,2,2,2,0,0.5461,0.4357,0.7761,0.1334,0.8956,120
4868,5,2,2,1,42.0,21.4,4,1,2,1,52.5,26.75,2,210,128,0.6095,107,90,0.8411,33,46,11,19,29,8,12,26,15,3,18,9,6.4,4,8,28,20,11,10,8,0,1,1,7,0,0.8226,0.8226,0.8226,0.0,0.901,120
